BS CS/MATH,,MATH 346,L1
BS CS/MATH,,MATH 361,L1
BA MATH,BA CS,MATH 212,L1
BA MATH,BA CS,MATH 270,L1
BA MATH,BA CS,MATH 315,L1
BA MATH,BA CS,MATH 318,L1
BA MATH,BA CS,MATH 321,L1
BA MATH,BA CS,MATH 328,L1
BA MATH,BA CS,MATH 330,L1
BA MATH,BA CS,MATH 344,L1
BA MATH,BA CS,MATH 345,L1
BA MATH,BA CS,MATH 346,L1
BA MATH,BA CS,MATH 347,L1
BA MATH,BA CS,MATH 351,L1
BA MATH,BA CS,MATH 352,L1
BA MATH,BA CS,MATH 361,L1
BA MATH,BA CS,MATH 362,L1
BA MATH,BA CS,MATH 411,L1
BA MATH,BA CS,MATH 412,L1
BA MATH,BA CS,MATH 421,L1
BA MATH,BA CS,MATH 422,L1
BA MATH,BA CS,MATH 425,L1
BA MATH,BA CS,CS 325,L1
BA MATH,BA CS,CS 329,L1
BA MATH,BA CS,CS 355,L1
BA MATH,BA CS,CS 370,L1
BA MATH,BA CS,CS 377,L1
BA MATH,BA CS,CS 378,L1
BA MATH,BA CS,CS 424,L1
BA MATH,BA CS,CS 450,L1
BA MATH,BA CS,CS 452,L1
BA MATH,BA CS,CS 453,L1
BA MATH,BA CS,CS 455,L1
BA MATH,BA CS,CS 456,L1
BS MATH,BA CS,MATH 212,L1
BS MATH,BA CS,MATH 270,L1
BS MATH,BA CS,MATH 315,L2
BS MATH,BA CS,MATH 328,L2
BS MATH,BA CS,MATH 330,L2
BS MATH,BA CS,MATH 344,L2
BS MATH,BA CS,MATH 345,L2
BS MATH,BA CS,MATH 346,L2
BS MATH,BA CS,MATH 347,L2
BS MATH,BA CS,MATH 351,L2
BS MATH,BA CS,MATH 352,L2
BS MATH,BA CS,MATH 361,L2
BS MATH,BA CS,MATH 362,L2
BS MATH,BA CS,MATH 425,L2
BS MATH,BA CS,CS 325,L1
BS MATH,BA CS,CS 329,L1
BS MATH,BA CS,CS 355,L1
BS MATH,BA CS,CS 370,L1
BS MATH,BA CS,CS 377,L1
BS MATH,BA CS,CS 378,L1
BS MATH,BA CS,CS 424,L1
BS MATH,BA CS,CS 450,L1
BS MATH,BA CS,CS 452,L1
BS MATH,BA CS,CS 453,L1
BS MATH,BA CS,CS 455,L1
BS MATH,BA CS,CS 456,L1
BS APPMATH,BS CS,MATH 318,L1
BS APPMATH,BS CS,MATH 344,L1
BS APPMATH,BS CS,MATH 345,L1
BS APPMATH,BS CS,MATH 346,L1
BS APPMATH,BS CS,MATH 352,L1
BS APPMATH,BS CS,MATH 361,L1
BS APPMATH,BS CS,MATH 362,L1
BS APPMATH,BS CS,MATH 411,L1
BS APPMATH,BS CS,MATH 412,L1
BS APPMATH,BS CS,CS 325,L1
BS APPMATH,BS CS,CS 329,L1
BS APPMATH,BS CS,CS 355,L1
BS APPMATH,BS CS,CS 370,L1
BS APPMATH,BS CS,CS 377,L1
BS APPMATH,BS CS,CS 378,L1
BS APPMATH,BS CS,CS 424,L1
BS APPMATH,BS CS,CS 450,L1
BS APPMATH,BS CS,CS 452,L1
BS APPMATH,BS CS,CS 453,L1
BS APPMATH,BS CS,CS 455,L1
BS APPMATH,BS CS,CS 456,L1
BS APPMATH,BS CS,MATH 346,L1
BS APPMATH,BS CS,MATH 315,L1
BS APPMATH,BS CS,MATH 361,L1
BS APPMATH,BA CS,MATH 318,L1
BS APPMATH,BA CS,MATH 344,L1
BS APPMATH,BA CS,MATH 345,L1
BS APPMATH,BA CS,MATH 346,L1
BS APPMATH,BA CS,MATH 352,L1
BS APPMATH,BA CS,MATH 361,L1
BS APPMATH,BA CS,MATH 362,L1
BS APPMATH,BA CS,MATH 411,L1
BS APPMATH,BA CS,MATH 412,L1
BS APPMATH,BA CS,CS 325,L1
BS APPMATH,BA CS,CS 329,L1
BS APPMATH,BA CS,CS 355,L1
BS APPMATH,BA CS,CS 370,L1
BS APPMATH,BA CS,CS 377,L1
BS APPMATH,BA CS,CS 378,L1
BS APPMATH,BA CS,CS 424,L1
BS APPMATH,BA CS,CS 450,L1
BS APPMATH,BA CS,CS 452,L1
BS APPMATH,BA CS,CS 453,L1
BS APPMATH,BA CS,CS 455,L1
BS APPMATH,BA CS,CS 456,L1
BS APPMATH,BA CS,MATH 346,L1
BS APPMATH,BA CS,MATH 361,L1
BS APPMATH,BA CS,MATH 315,L1
BS CS,BA MATH,MATH 212,L1
BS CS,BA MATH,MATH 270,L1
BS CS,BA MATH,MATH 315,L1
BS CS,BA MATH,MATH 318,L1
BS CS,BA MATH,MATH 321,L1
BS CS,BA MATH,MATH 328,L1
BS CS,BA MATH,MATH 330,L1
BS CS,BA MATH,MATH 344,L1
BS CS,BA MATH,MATH 345,L1
BS CS,BA MATH,MATH 346,L1
BS CS,BA MATH,MATH 347,L1
BS CS,BA MATH,MATH 351,L1
BS CS,BA MATH,MATH 352,L1
BS CS,BA MATH,MATH 361,L1
BS CS,BA MATH,MATH 362,L1
BS CS,BA MATH,MATH 411,L1
BS CS,BA MATH,MATH 412,L1
BS CS,BA MATH,MATH 421,L1
BS CS,BA MATH,MATH 422,L1
BS CS,BA MATH,MATH 425,L1
BS CS,BA MATH,CS 325,L2
BS CS,BA MATH,CS 329,L2
BS CS,BA MATH,CS 355,L2
BS CS,BA MATH,CS 370,L2
BS CS,BA MATH,CS 377,L2
BS CS,BA MATH,CS 378,L2
BS CS,BA MATH,CS 452,L2
BS CS,BA MATH,CS 453,L2
BS CS,BA MATH,CS 455,L2
BS CS,BA MATH,CS 456,L2
BS CS,BA MATH,MATH 315,L2
BS CS,BA MATH,MATH 346,L2
BS CS,BA MATH,MATH 361,L2
BS CS,BS MATH,MATH 212,L1
BS CS,BS MATH,MATH 270,L1
BS CS,BS MATH,MATH 315,L1
BS CS,BS MATH,MATH 328,L1
BS CS,BS MATH,MATH 330,L1
BS CS,BS MATH,MATH 344,L1
BS CS,BS MATH,MATH 345,L1
BS CS,BS MATH,MATH 346,L1
BS CS,BS MATH,MATH 347,L1
BS CS,BS MATH,MATH 351,L1
BS CS,BS MATH,MATH 352,L1
BS CS,BS MATH,MATH 361,L1
BS CS,BS MATH,MATH 362,L1
BS CS,BS MATH,MATH 425,L1
BS CS,BS MATH,CS 325,L2
BS CS,BS MATH,CS 329,L2
BS CS,BS MATH,CS 355,L2
BS CS,BS MATH,CS 370,L2
BS CS,BS MATH,CS 377,L2
BS CS,BS MATH,CS 378,L2
BS CS,BS MATH,CS 452,L2
BS CS,BS MATH,CS 453,L2
BS CS,BS MATH,CS 455,L2
BS CS,BS MATH,CS 456,L2
BS CS,BS MATH,MATH 315,L2
BS CS,BS MATH,MATH 346,L2
BS CS,BS MATH,MATH 361,L2
BA MATH,MIN CS,CS 224,L1
BA MATH,MIN CS,CS 323,L1
BA MATH,MIN CS,CS 325,L1
BA MATH,MIN CS,CS 329,L1
BA MATH,MIN CS,CS 355,L1
BA MATH,MIN CS,CS 370,L1
BA MATH,MIN CS,CS 377,L1
BA MATH,MIN CS,CS 378,L1
BA MATH,MIN CS,CS 424,L1
BA MATH,MIN CS,CS 450,L1
BA MATH,MIN CS,CS 452,L1
BA MATH,MIN CS,CS 453,L1
BA MATH,MIN CS,CS 455,L1
BA MATH,MIN CS,CS 456,L1
BA MATH,MIN CS,MATH 212,L2
BA MATH,MIN CS,MATH 270,L2
BA MATH,MIN CS,MATH 315,L2
BA MATH,MIN CS,MATH 318,L2
BA MATH,MIN CS,MATH 321,L2
BA MATH,MIN CS,MATH 328,L2
BA MATH,MIN CS,MATH 330,L2
BA MATH,MIN CS,MATH 344,L2
BA MATH,MIN CS,MATH 345,L2
BA MATH,MIN CS,MATH 346,L2
BA MATH,MIN CS,MATH 347,L2
BA MATH,MIN CS,MATH 351,L2
BA MATH,MIN CS,MATH 352,L2
BA MATH,MIN CS,MATH 361,L2
BA MATH,MIN CS,MATH 362,L2
BA MATH,MIN CS,MATH 411,L2
BA MATH,MIN CS,MATH 412,L2
BA MATH,MIN CS,MATH 421,L2
BA MATH,MIN CS,MATH 422,L2
BA MATH,MIN CS,MATH 425,L2
BA MATH,MIN CSINFO,MATH 212,L1
BA MATH,MIN CSINFO,MATH 270,L1
BA MATH,MIN CSINFO,MATH 315,L1
BA MATH,MIN CSINFO,MATH 318,L1
BA MATH,MIN CSINFO,MATH 321,L1
BA MATH,MIN CSINFO,MATH 328,L1
BA MATH,MIN CSINFO,MATH 330,L1
BA MATH,MIN CSINFO,MATH 344,L1
BA MATH,MIN CSINFO,MATH 345,L1
BA MATH,MIN CSINFO,MATH 346,L1
BA MATH,MIN CSINFO,MATH 347,L1
BA MATH,MIN CSINFO,MATH 351,L1
BA MATH,MIN CSINFO,MATH 352,L1
BA MATH,MIN CSINFO,MATH 361,L1
BA MATH,MIN CSINFO,MATH 362,L1
BA MATH,MIN CSINFO,MATH 411,L1
BA MATH,MIN CSINFO,MATH 412,L1
BA MATH,MIN CSINFO,MATH 421,L1
BA MATH,MIN CSINFO,MATH 422,L1
BA MATH,MIN CSINFO,MATH 425,L1
BA MATH,MIN CSINFO,CS 323,L2
BA MATH,MIN CSINFO,CS 325,L2
BA MATH,MIN CSINFO,CS 370,L2
BA MATH,MIN CSINFO,CS 377,L2
BA MATH,MIN CSINFO,CS 378,L2
BS MATH,MIN CS,MATH 212,L1
BS MATH,MIN CS,MATH 270,L1
BS MATH,MIN CS,MATH 315,L1
BS MATH,MIN CS,MATH 328,L1
BS MATH,MIN CS,MATH 330,L1
BS MATH,MIN CS,MATH 344,L1
BS MATH,MIN CS,MATH 345,L1
BS MATH,MIN CS,MATH 346,L1
BS MATH,MIN CS,MATH 347,L1
BS MATH,MIN CS,MATH 351,L1
BS MATH,MIN CS,MATH 352,L1
BS MATH,MIN CS,MATH 361,L1
BS MATH,MIN CS,MATH 362,L1
BS MATH,MIN CS,MATH 425,L1
BS MATH,MIN CS,CS 224,L2
BS MATH,MIN CS,CS 323,L2
BS MATH,MIN CS,CS 325,L2
BS MATH,MIN CS,CS 329,L2
BS MATH,MIN CS,CS 355,L2
BS MATH,MIN CS,CS 370,L2
BS MATH,MIN CS,CS 377,L2
BS MATH,MIN CS,CS 378,L2
BS MATH,MIN CS,CS 424,L2
BS MATH,MIN CS,CS 450,L2
BS MATH,MIN CS,CS 452,L2
BS MATH,MIN CS,CS 453,L2
BS MATH,MIN CS,CS 455,L2
BS MATH,MIN CS,CS 456,L2
BS MATH,MIN CSINFO,MATH 212,L1
BS MATH,MIN CSINFO,MATH 270,L1
BS MATH,MIN CSINFO,MATH 315,L1
BS MATH,MIN CSINFO,MATH 328,L1
BS MATH,MIN CSINFO,MATH 330,L1
BS MATH,MIN CSINFO,MATH 344,L1
BS MATH,MIN CSINFO,MATH 345,L1
BS MATH,MIN CSINFO,MATH 346,L1
BS MATH,MIN CSINFO,MATH 347,L1
BS MATH,MIN CSINFO,MATH 351,L1
BS MATH,MIN CSINFO,MATH 352,L1
BS MATH,MIN CSINFO,MATH 361,L1
BS MATH,MIN CSINFO,MATH 362,L1
BS MATH,MIN CSINFO,MATH 425,L1
BS MATH,MIN CSINFO,CS 323,L2
BS MATH,MIN CSINFO,CS 325,L2
BS MATH,MIN CSINFO,CS 370,L2
BS MATH,MIN CSINFO,CS 377,L2
BS MATH,MIN CSINFO,CS 378,L2
BS CS,MIN MATH,CS 325,L1
BS CS,MIN MATH,CS 329,L1
BS CS,MIN MATH,CS 355,L1
BS CS,MIN MATH,CS 370,L1
BS CS,MIN MATH,CS 377,L1
BS CS,MIN MATH,CS 378,L1
BS CS,MIN MATH,CS 452,L1
BS CS,MIN MATH,CS 453,L1
BS CS,MIN MATH,CS 455,L1
BS CS,MIN MATH,CS 456,L1
BS CS,MIN MATH,MATH 315,L1
BS CS,MIN MATH,MATH 346,L1
BS CS,MIN MATH,MATH 361,L1
BS CS,MIN MATH,MATH 211,L2
BS CS,MIN MATH,MATH 212,L2
BS CS,MIN MATH,MATH 250,L2
BS CS,MIN MATH,MATH 270,L2
BS CS,MIN MATH,MATH 315,L2
BS CS,MIN MATH,MATH 318,L2
BS CS,MIN MATH,MATH 321,L2
BS CS,MIN MATH,MATH 328,L2
BS CS,MIN MATH,MATH 330,L2
BS CS,MIN MATH,MATH 344,L2
BS CS,MIN MATH,MATH 345,L2
BS CS,MIN MATH,MATH 346,L2
BS CS,MIN MATH,MATH 347,L2
BS CS,MIN MATH,MATH 351,L2
BS CS,MIN MATH,MATH 352,L2
BS CS,MIN MATH,MATH 361,L2
BS CS,MIN MATH,MATH 362,L2
BS CS,MIN MATH,MATH 411,L2
BS CS,MIN MATH,MATH 412,L2
BS CS,MIN MATH,MATH 421,L2
BS CS,MIN MATH,MATH 422,L2
BS CS,MIN MATH,MATH 425,L2
BA CS,MIN MATH,CS 323,L1
BA CS,MIN MATH,CS 325,L1
BA CS,MIN MATH,CS 329,L1
BA CS,MIN MATH,CS 355,L1
BA CS,MIN MATH,CS 370,L1
BA CS,MIN MATH,CS 377,L1
BA CS,MIN MATH,CS 378,L1
BA CS,MIN MATH,CS 424,L1
BA CS,MIN MATH,CS 450,L1
BA CS,MIN MATH,CS 452,L1
BA CS,MIN MATH,CS 453,L1
BA CS,MIN MATH,CS 455,L1
BA CS,MIN MATH,CS 456,L1
BA CS,MIN MATH,MATH 315,L1
BA CS,MIN MATH,MATH 346,L1
BA CS,MIN MATH,MATH 361,L1
BA CS,MIN MATH,MATH 211,L2
BA CS,MIN MATH,MATH 212,L2
BA CS,MIN MATH,MATH 250,L2
BA CS,MIN MATH,MATH 270,L2
BA CS,MIN MATH,MATH 315,L2
BA CS,MIN MATH,MATH 318,L2
BA CS,MIN MATH,MATH 321,L2
BA CS,MIN MATH,MATH 328,L2
BA CS,MIN MATH,MATH 330,L2
BA CS,MIN MATH,MATH 344,L2
BA CS,MIN MATH,MATH 345,L2
BA CS,MIN MATH,MATH 346,L2
BA CS,MIN MATH,MATH 347,L2
BA CS,MIN MATH,MATH 351,L2
BA CS,MIN MATH,MATH 352,L2
BA CS,MIN MATH,MATH 361,L2
BA CS,MIN MATH,MATH 362,L2
BA CS,MIN MATH,MATH 411,L2
BA CS,MIN MATH,MATH 412,L2
BA CS,MIN MATH,MATH 421,L2
BA CS,MIN MATH,MATH 422,L2
BA CS,MIN MATH,MATH 425,L2
BS CS,MIN APPMATH,CS 325,L1
BS CS,MIN APPMATH,CS 329,L1
BS CS,MIN APPMATH,CS 355,L1
BS CS,MIN APPMATH,CS 370,L1
BS CS,MIN APPMATH,CS 377,L1
BS CS,MIN APPMATH,CS 378,L1
BS CS,MIN APPMATH,CS 452,L1
BS CS,MIN APPMATH,CS 453,L1
BS CS,MIN APPMATH,CS 455,L1
BS CS,MIN APPMATH,CS 456,L1
BS CS,MIN APPMATH,MATH 315,L1
BS CS,MIN APPMATH,MATH 346,L1
BS CS,MIN APPMATH,MATH 361,L1
BS CS,MIN APPMATH,MATH 315,L2
BS CS,MIN APPMATH,MATH 346,L2
BS CS,MIN APPMATH,MATH 344,L2
BS CS,MIN APPMATH,MATH 345,L2
BS CS,MIN APPMATH,MATH 351,L2
BS APPMATH,MIN CS,MATH 318,L1
BS APPMATH,MIN CS,MATH 344,L1
BS APPMATH,MIN CS,MATH 345,L1
BS APPMATH,MIN CS,MATH 346,L1
BS APPMATH,MIN CS,MATH 352,L1
BS APPMATH,MIN CS,MATH 361,L1
BS APPMATH,MIN CS,MATH 362,L1
BS APPMATH,MIN CS,MATH 411,L1
BS APPMATH,MIN CS,MATH 412,L1
BS APPMATH,MIN CS,CS225,L2
BS APPMATH,MIN CS,CS 323,L2
BS APPMATH,MIN CS,CS 325,L2
BS APPMATH,MIN CS,CS 329,L2
BS APPMATH,MIN CS,CS 355,L2
BS APPMATH,MIN CS,CS 370,L2
BS APPMATH,MIN CS,CS 377,L2
BS APPMATH,MIN CS,CS 378,L2
BS APPMATH,MIN CS,CS 424,L2
BS APPMATH,MIN CS,CS 450,L2
BS APPMATH,MIN CS,CS 452,L2
BS APPMATH,MIN CS,CS 453,L2
BS APPMATH,MIN CS,CS 455,L2
BS APPMATH,MIN CS,CS 456,L2
BS APPMATH,MIN CSINFO,MATH 318,L1
BS APPMATH,MIN CSINFO,MATH 344,L1
BS APPMATH,MIN CSINFO,MATH 345,L1
BS APPMATH,MIN CSINFO,MATH 346,L1
BS APPMATH,MIN CSINFO,MATH 352,L1
BS APPMATH,MIN CSINFO,MATH 361,L1
BS APPMATH,MIN CSINFO,MATH 362,L1
BS APPMATH,MIN CSINFO,MATH 411,L1
BS APPMATH,MIN CSINFO,MATH 412,L1
BS APPMATH,MIN CSINFO,CS 323,L2
BS APPMATH,MIN CSINFO,CS 325,L2
BS APPMATH,MIN CSINFO,CS 370,L2
BS APPMATH,MIN CSINFO,CS 377,L2
BS APPMATH,MIN CSINFO,CS 378,L2
BA CS,MIN APPMATH,CS 325,L1
BA CS,MIN APPMATH,CS 329,L1
BA CS,MIN APPMATH,CS 355,L1
BA CS,MIN APPMATH,CS 370,L1
BA CS,MIN APPMATH,CS 377,L1
BA CS,MIN APPMATH,CS 378,L1
BA CS,MIN APPMATH,CS 424,L1
BA CS,MIN APPMATH,CS 450,L1
BA CS,MIN APPMATH,CS 452,L1
BA CS,MIN APPMATH,CS 453,L1
BA CS,MIN APPMATH,CS 455,L1
BA CS,MIN APPMATH,CS 456,L1
BA CS,MIN APPMATH,MATH 315,L1
BA CS,MIN APPMATH,MATH 346,L1
BA CS,MIN APPMATH,MATH 361,L1
BA CS,MIN APPMATH,MATH 315,L2
BA CS,MIN APPMATH,MATH 346,L2
BA CS,MIN APPMATH,MATH 361,L2
BA CS,MIN APPMATH,MATH 344,L2
BA CS,MIN APPMATH,MATH 345,L2
